18 46 52 58 55 54 49 38 37 59 50 51 54 53 29 37 29 43 45 36 31 31 27 33 42 48 42 17 18 44
58 52 45 18 7 -1 15 25 6 12 33 37 43 36 16 21 6 12 18 30 28 18 37 15 0 3 20 30
32 14 7 17 33 23 31 33 38 42 51 54 37 34 43 46 45 55 50 63 66 60 49 43 51 63 63 48 35 49 60
41 56 47 70 69 71 69 59 57 40 27 34 47 56 59 65 57 60 77 80 53 60 74 73 59 60 58 51 39 37
43 59 64 66 54 38 42 36 52 58 53 72 81 75 85 69 56 44 39 41 37 40 51 56 68 77 57 49 69 76 80
72 80 84 83 81 88 82 58 66 70 69 73 78 81 78 72 74 76 78 68 68 73 71 74 78 87 82 87 86 77
80 89 70 76 72 76 85 76 75 79 91 86 87 90 87 83 84 84 79 77 72 81 86 89 83 86 83 81 78 85 90
77 83 85 79 84 91 82 84 87 84 79 79 76 76 76 82 73 78 88 81 77 84 81 82 87 71 72 82 75 69 77
84 93 81 92 88 73 78 58 79 73 
